231.0,110.0,3039,21.0
262.0,110.0,3221,20.0
302.0,129.0,3169,13.0
97.00,75.00,2171,29.0
140.0,83.00,2639,23.0
232.0,100.0,2914,20.0
140.0,78.00,2592,23.0
134.0,96.00,2702,24.0
90.00,71.00,2223,25.0
119.0,97.00,2545,24.0
171.0,97.00,2984,18.0
90.00,70.00,1937,29.0
232.0,90.00,3211,19.0
115.0,95.00,2694,23.0
120.0,88.00,2957,23.0
121.0,98.00,2945,22.0
121.0,115.0,2671,25.0
91.00,53.00,1795,33.0
107.0,86.00,2464,28.0
116.0,81.00,2220,25.0
140.0,92.00,2572,25.0
98.00,79.00,2255,26.0
101.0,83.00,2202,27.0
305.0,140.0,4215,17.5
318.0,150.0,4190,16.0
304.0,120.0,3962,15.5
351.0,152.0,4215,14.5
225.0,100.0,3233,22.0
250.0,105.0,3353,22.0
200.0,81.00,3012,24.0
232.0,90.00,3085,22.5
85.00,52.00,2035,29.0
98.00,60.00,2164,24.5
90.00,70.00,1937,29.0
91.00,53.00,1795,33.0
225.0,100.0,3651,20.0
250.0,78.00,3574,18.0
250.0,110.0,3645,18.5
258.0,95.00,3193,17.5
97.00,71.00,1825,29.5
85.00,70.00,1990,32.0
97.00,75.00,2155,28.0
140.0,72.00,2565,26.5
130.0,102.0,3150,20.0
318.0,150.0,3940,13.0
120.0,88.00,3270,19.0
156.0,108.0,2930,19.0
168.0,120.0,3820,16.5
350.0,180.0,4380,16.5
350.0,145.0,4055,13.0
302.0,130.0,3870,13.0
318.0,150.0,3755,13.0
98.00,68.00,2045,31.5
111.0,80.00,2155,30.0
79.00,58.00,1825,36.0
122.0,96.00,2300,25.5
85.00,70.00,1945,33.5
305.0,145.0,3880,17.5
260.0,110.0,4060,17.0
318.0,145.0,4140,15.5
302.0,130.0,4295,15.0
250.0,110.0,3520,17.5
231.0,105.0,3425,20.5
225.0,100.0,3630,19.0
250.0,98.00,3525,18.5
400.0,180.0,4220,16.0
350.0,170.0,4165,15.5
400.0,190.0,4325,15.5
351.0,149.0,4335,16.0
97.00,78.00,1940,29.0
151.0,88.00,2740,24.5
97.00,75.00,2265,26.0
140.0,89.00,2755,25.5
98.00,63.00,2051,30.5
98.00,83.00,2075,33.5
97.00,67.00,1985,30.0
97.00,78.00,2190,30.5
146.0,97.00,2815,22.0
121.0,110.0,2600,21.5
80.00,110.0,2720,21.5
90.00,48.00,1985,43.1
98.00,66.00,1800,36.1
78.00,52.00,1985,32.8
85.00,70.00,2070,39.4
91.00,60.00,1800,36.1
260.0,110.0,3365,19.9
318.0,140.0,3735,19.4
302.0,139.0,3570,20.2
231.0,105.0,3535,19.2
200.0,95.00,3155,20.5
200.0,85.00,2965,20.2
140.0,88.00,2720,25.1
225.0,100.0,3430,20.5
232.0,90.00,3210,19.4
231.0,105.0,3380,20.6
200.0,85.00,3070,20.8
225.0,110.0,3620,18.6
258.0,120.0,3410,18.1
305.0,145.0,3425,19.2
231.0,165.0,3445,17.7
302.0,139.0,3205,18.1
318.0,140.0,4080,17.5
98.00,68.00,2155,30.0
134.0,95.00,2560,27.5
119.0,97.00,2300,27.2
105.0,75.00,2230,30.9
134.0,95.00,2515,21.1
156.0,105.0,2745,23.2
151.0,85.00,2855,23.8
119.0,97.00,2405,23.9
131.0,103.0,2830,20.3
163.0,125.0,3140,17.0
121.0,115.0,2795,21.6
163.0,133.0,3410,16.2
89.00,71.00,1990,31.5
98.00,68.00,2135,29.5
231.0,115.0,3245,21.5
200.0,85.00,2990,19.8
140.0,88.00,2890,22.3
232.0,90.00,3265,20.2
225.0,110.0,3360,20.6
305.0,130.0,3840,17.0
302.0,129.0,3725,17.6
351.0,138.0,3955,16.5
318.0,135.0,3830,18.2
350.0,155.0,4360,16.9
351.0,142.0,4054,15.5
267.0,125.0,3605,19.2
360.0,150.0,3940,18.5
89.00,71.00,1925,31.9
86.00,65.00,1975,34.1
98.00,80.00,1915,35.7
121.0,80.00,2670,27.4
183.0,77.00,3530,25.4
350.0,125.0,3900,23.0
141.0,71.00,3190,27.2
260.0,90.00,3420,23.9
105.0,70.00,2200,34.2
105.0,70.00,2150,34.5
85.00,65.00,2020,31.8
91.00,69.00,2130,37.3
151.0,90.00,2670,28.4
173.0,115.0,2595,28.8
173.0,115.0,2700,26.8
151.0,90.00,2556,33.5
98.00,76.00,2144,41.5
89.00,60.00,1968,38.1
98.00,70.00,2120,32.1
86.00,65.00,2019,37.2
151.0,90.00,2678,28.0
140.0,88.00,2870,26.4
151.0,90.00,3003,24.3
225.0,90.00,3381,19.1
97.00,78.00,2188,34.3
134.0,90.00,2711,29.8
120.0,75.00,2542,31.3
119.0,92.00,2434,37.0
108.0,75.00,2265,32.2
86.00,65.00,2110,46.6
156.0,105.0,2800,27.9
85.00,65.00,2110,40.8
90.00,48.00,2085,44.3
90.00,48.00,2335,43.4
121.0,67.00,2950,36.4
146.0,67.00,3250,30.0
91.00,67.00,1850,44.6
97.00,67.00,2145,33.8
89.00,62.00,1845,29.8
168.0,132.0,2910,32.7
70.00,100.0,2420,23.7
122.0,88.00,2500,35.0
107.0,72.00,2290,32.4
135.0,84.00,2490,27.2
151.0,84.00,2635,26.6
156.0,92.00,2620,25.8
173.0,110.0,2725,23.5
135.0,84.00,2385,30.0
79.00,58.00,1755,39.1
86.00,64.00,1875,39.0
81.00,60.00,1760,35.1
97.00,67.00,2065,32.3
85.00,65.00,1975,37.0
89.00,62.00,2050,37.7
91.00,68.00,1985,34.1
105.0,63.00,2215,34.7
98.00,65.00,2045,34.4
98.00,65.00,2380,29.9
105.0,74.00,2190,33.0
107.0,75.00,2210,33.7
108.0,75.00,2350,32.4
119.0,100.0,2615,32.9
120.0,74.00,2635,31.6
141.0,80.00,3230,28.1
145.0,76.00,3160,30.7
168.0,116.0,2900,25.4
146.0,120.0,2930,24.2
231.0,110.0,3415,22.4
350.0,105.0,3725,26.6
200.0,88.00,3060,20.2
225.0,85.00,3465,17.6
112.0,88.00,2605,28.0
112.0,88.00,2640,27.0
112.0,88.00,2395,34.0
112.0,85.00,2575,31.0
135.0,84.00,2525,29.0
151.0,90.00,2735,27.0
140.0,92.00,2865,24.0
105.0,74.00,1980,36.0
91.00,68.00,2025,37.0
91.00,68.00,1970,31.0
105.0,63.00,2125,38.0
98.00,70.00,2125,36.0
120.0,88.00,2160,36.0
107.0,75.00,2205,36.0
108.0,70.00,2245,34.0
91.00,67.00,1965,38.0
91.00,67.00,1965,32.0
91.00,67.00,1995,38.0
181.0,110.0,2945,25.0
262.0,85.00,3015,38.0
156.0,92.00,2585,26.0
232.0,112.0,2835,22.0
144.0,96.00,2665,32.0
135.0,84.00,2370,36.0
151.0,90.00,2950,27.0
140.0,86.00,2790,27.0
97.00,52.00,2130,44.0
135.0,84.00,2295,32.0
120.0,79.00,2625,28.0
119.0,82.00,2720,31.0
